Course ID,Course Name,Average Rating,Average Sentiment Score,Average Score,Platform,Institution,Course URL,Number of Ratings,Number of Reviews
1000010,Learn Twitter Sentiment Analysis ,4.581632653061225,3.984081632653061,8.565714285714286,Udemy ,Not Available,Not Available,49,49
1000234,Ruby on Rails 4---A Test-Driven Approach,4.275,4.058,8.333,Udemy ,Not Available,Not Available,20,20
1000448,Learn JavaScript for Web Development,4.285714285714286,3.705714285714286,7.991428571428571,Udemy ,Not Available,Not Available,7,7
1000550,Unity Networking From Scratch for (Unity 5 to Unity 2018.2),4.4523809523809526,4.055238095238095,8.507619047619048,Udemy ,Not Available,Not Available,84,84
1000574,The Complete Developers Guide to MongoDB,4.390547263681592,4.049154228855722,8.439701492537313,Udemy ,Not Available,Not Available,402,402
100114,Docker and Kubernetes: The Complete Guide,2.833333333333333,3.773333333333333,6.6066666666666665,Udemy ,Not Available,Not Available,3,3
1001496,Git & GitHub Bootcamp & Integration with most popular IDEs,4.1838235294117645,3.9867647058823534,8.170588235294119,Udemy ,Not Available,Not Available,68,68
1001738,Hands-On Test Driven Development with Python,3.1666666666666665,3.8966666666666665,7.063333333333333,Udemy ,Not Available,Not Available,6,6
1001752,Introduction to using Git,4.0,4.3,8.3,Udemy ,Not Available,Not Available,1,1
1001872,Agile & Multi-Platform Game Dev. with Unity - Tier 1,4.388888888888889,3.808888888888889,8.197777777777778,Udemy ,Not Available,Not Available,9,9
1001904,WordPress Academy: Learn WordPress step by step,5.0,4.76,9.76,Udemy ,Not Available,Not Available,1,1
1001910,Complete Python Programming Masterclass Beginner to Advanced,5.0,4.96,9.96,Udemy ,Not Available,Not Available,1,1
1001946,The Complete Java Developer Course,4.432160804020101,4.028844221105528,8.461005025125628,Udemy ,Not Available,Not Available,199,199
1002114,The Complete 2019 Fullstack Web Developer Course,5.0,4.68,9.68,Udemy ,Not Available,Not Available,1,1
1002196,JavaScript Basics for Beginners,2.75,4.63,7.379999999999999,Udemy ,Not Available,Not Available,2,2
1002210,User Stories for Agile Scrum+Product Owner+Business Analysis,4.428571428571429,4.188571428571429,8.617142857142857,Udemy ,Not Available,Not Available,7,7
1002212,An Introduction to C# for the Rest of Us,4.5,3.98,8.48,Udemy ,Not Available,Not Available,1,1
1002676,The Full Stack Web Development,4.3630573248407645,3.95375796178344,8.316815286624204,Udemy ,Not Available,Not Available,157,157
1002696,CS121 Learn JavaScript Programming,4.1,4.428,8.528,Udemy ,Not Available,Not Available,5,5
1002742,The Complete React Native + Hooks Course [2019 Edition],4.833333333333333,3.76,8.593333333333334,Udemy ,Not Available,Not Available,3,3
1002952,C# Advanced Topics - The Next Logical Step,3.9375,4.0,7.9375,Udemy ,Not Available,Not Available,8,8
1003572,Unity Game Development Build 2D & 3D Games,4.5,3.54,8.04,Udemy ,Not Available,Not Available,1,1
1003704,Become an IntelliJ IDEA guru,4.5,3.808888888888889,8.30888888888889,Udemy ,Not Available,Not Available,9,9
1003878,Learn C# With Windows Forms and  SQL Server,4.38125,4.10325,8.4845,Udemy ,Not Available,Not Available,80,80
1004008,Spring & Hibernate for Beginners (includes Spring Boot),4.5,3.961176470588236,8.461176470588235,Udemy ,Not Available,Not Available,51,51
1004034,Learn to Code with Ruby,4.441326530612245,4.009591836734693,8.45091836734694,Udemy ,Not Available,Not Available,196,196
1004118,Beginning C++ Programming - From Beginner to Beyond,4.666666666666667,4.293333333333334,8.96,Udemy ,Not Available,Not Available,12,12
1004134,Angular 2 + Rails 5 Bootcamp,4.582191780821918,4.08,8.662191780821919,Udemy ,Not Available,Not Available,73,73
1004254,Django 2.2 & Python | The Ultimate Web Development Bootcamp,4.0,3.873333333333333,7.873333333333332,Udemy ,Not Available,Not Available,3,3
1004324,Develop Your First App in an Hour,5.0,4.78,9.78,Udemy ,Not Available,Not Available,1,1
1004878,NativeScript for the Angular 2 Developer,4.4375,4.1085,8.546,Udemy ,Not Available,Not Available,40,40
1005698,Microsoft SQL from A to Z,4.405737704918033,4.095737704918033,8.501475409836067,Udemy ,Not Available,Not Available,122,122
1006308,Introduction to Node.js Development,4.5,4.88,9.38,Udemy ,Not Available,Not Available,1,1
1006894,"React.js: Building Production Ready Apps, Start to Finish",4.25,4.116666666666666,8.366666666666667,Udemy ,Not Available,Not Available,24,24
1007158,How to Program Voxel Worlds Like Minecraft with C# in Unity,3.9,3.736,7.636,Udemy ,Not Available,Not Available,5,5
1007218,Customizing AppGini web applications,4.1,3.432,7.532000000000001,Udemy ,Not Available,Not Available,5,5
1007502,Alteryx Bootcamp,4.375,4.065,8.44,Udemy ,Not Available,Not Available,4,4
1007710,Go Full Stack with Spring Boot and Angular,4.625,3.91,8.535,Udemy ,Not Available,Not Available,4,4
1007760,Learn Ruby on Rails from Scratch,5.0,3.13,8.129999999999999,Udemy ,Not Available,Not Available,2,2
1007762,Learn HTML5 Programming From Scratch,4.25,3.75,8.0,Udemy ,Not Available,Not Available,2,2
1007766,iOS 10 & Swift 3: From Beginner to Paid ProfessionalÃ¢Â„Â¢,5.0,4.3,9.3,Udemy ,Not Available,Not Available,1,1
1008012,Cocos2d-x Solutions,2.75,3.78,6.53,Udemy ,Not Available,Not Available,2,2
1008142,The Complete Python 3 Course: Beginner to Advanced!,4.535714285714286,3.6757142857142857,8.211428571428572,Udemy ,Not Available,Not Available,14,14
1008174,Learn C programming from ZERO  with practice,4.1,4.153333333333333,8.253333333333334,Udemy ,Not Available,Not Available,15,15
1008246,Modern Multi Vendors E-Commerce Store In PHP,4.293478260869565,3.960869565217391,8.254347826086956,Udemy ,Not Available,Not Available,46,46
1008438,"React, Redux, & Enzyme - Introducing Apps & Tests",4.285714285714286,4.305714285714286,8.59142857142857,Udemy ,Not Available,Not Available,7,7
1008888,Learn PHP Symfony 4 Hands-On Creating Real World Application,4.25,4.151666666666666,8.401666666666666,Udemy ,Not Available,Not Available,12,12
1008996,Learn JMETER from Scratch on Live Apps -Performance Testing,4.5,3.8,8.3,Udemy ,Not Available,Not Available,1,1
1009060,Programming in C - The Complete Course,4.340909090909091,3.985606060606061,8.326515151515151,Udemy ,Not Available,Not Available,132,132
1009236,Web Development With Google Maps,4.75,4.19,8.94,Udemy ,Not Available,Not Available,2,2
1009254,"Beginner API development in Node, Express, ES6, & MongoDB",4.524193548387097,3.9061290322580646,8.43032258064516,Udemy ,Not Available,Not Available,124,124
1009452,Build Enterprise Applications with Angular 2 (and Angular 4),4.35,3.9828,8.332799999999999,Udemy ,Not Available,Not Available,100,100
1009476,Python For Maya: Artist Friendly Programming,4.511904761904762,4.106428571428571,8.618333333333334,Udemy ,Not Available,Not Available,84,84
1010124,Build Real World App with Xamarin Forms Part 4,4.3,3.884,8.184000000000001,Udemy ,Not Available,Not Available,5,5
1010138,Advanced Automation Testing with Quick Test Pro (QTP) or UFT,5.0,3.6,8.6,Udemy ,Not Available,Not Available,1,1
1010444,Object Oriented Programming (OOP) in PHP - Build An OOP Site,5.0,4.72,9.72,Udemy ,Not Available,Not Available,1,1
1010586,Become a WordPress Developer: Unlocking Power With Code,4.41120218579235,4.055628415300546,8.466830601092896,Udemy ,Not Available,Not Available,366,366
1010630,Hacking with Swift 3 - Beginner to Pro - Build 22 iOS Apps,4.386363636363637,4.017272727272727,8.403636363636364,Udemy ,Not Available,Not Available,22,22
1010738,The Complete React Developer Course (w/ Hooks and Redux),4.769230769230769,4.113846153846153,8.883076923076924,Udemy ,Not Available,Not Available,13,13
1011380,PHP Login and Registration System - Email Confirm Activation,3.8333333333333335,4.173333333333333,8.006666666666668,Udemy ,Not Available,Not Available,3,3
1011550,Build Sign Up and Login Forms With Bootstrap Modal,4.875,3.965,8.84,Udemy ,Not Available,Not Available,4,4
1011658,Advanced Oracle ADF 12c Course,4.5,4.88,9.38,Udemy ,Not Available,Not Available,1,1
1012040,Selenium WebDriver with Java -Basics to Advanced+Frameworks,4.65,3.634,8.284,Udemy ,Not Available,Not Available,10,10
1012096,MongoDB - The Complete Developer's Guide,4.818181818181818,3.94,8.758181818181818,Udemy ,Not Available,Not Available,11,11
1012458,The Ultimate Swift 3 (iOS 10) Programming Course,4.681818181818182,3.9327272727272726,8.614545454545455,Udemy ,Not Available,Not Available,11,11
1013114,Functional Automation using UFT 12.54(QTP),4.722222222222222,3.626666666666667,8.348888888888888,Udemy ,Not Available,Not Available,9,9
1013314,The Complete ASP.NET MVC 5 Course,4.25,4.37,8.620000000000001,Udemy ,Not Available,Not Available,4,4
1013352,C++: From Beginner to Expert,5.0,4.388,9.388,Udemy ,Not Available,Not Available,5,5
1013380,Learn To Build A Google Map App Using Angular 2,4.2,4.472,8.672,Udemy ,Not Available,Not Available,5,5
1013408,Android Studio Course. Build Apps. Android 6.0 Marshmallow,4.75,4.699999999999999,9.45,Udemy ,Not Available,Not Available,2,2
1013608,RESTful API Testing with Postman,4.426470588235294,3.9735294117647055,8.4,Udemy ,Not Available,Not Available,34,34
1014240,The Ultimate Guide to Game Development with Unity 2019,4.1,4.0760000000000005,8.176,Udemy ,Not Available,Not Available,10,10
1014342,Creating a Node Based Editor in Unity 3D,4.75,4.62,9.37,Udemy ,Not Available,Not Available,2,2
101444,"Windows Service Programming, Debugging, Installing in C#.Net",4.333333333333333,4.68,9.013333333333334,Udemy ,Not Available,Not Available,3,3
1014442,Java Memory Management,4.43859649122807,3.990994152046784,8.429590643274855,Udemy ,Not Available,Not Available,171,171
1015312,Running a Web Development Business: The Complete Guide,4.333333333333333,3.546666666666667,7.88,Udemy ,Not Available,Not Available,6,6
1015392,CSS Layout Techniques,4.071428571428571,3.987142857142857,8.05857142857143,Udemy ,Not Available,Not Available,14,14
1015892,Xamarin Forms: Build Native Cross-platform Apps with C#,5.0,3.88,8.879999999999999,Udemy ,Not Available,Not Available,1,1
1015970,iOS Development - Create 4 Quiz Apps with Swift 3 & iOS 10,4.388888888888889,4.013333333333333,8.402222222222223,Udemy ,Not Available,Not Available,18,18
1016536,Selenium WebDriver With Java - Novice To Ninja + Interview,4.1,3.844,7.944,Udemy ,Not Available,Not Available,5,5
1016856,Modern .NET Ecosystem and .NET Core,4.5,4.0,8.5,Udemy ,Not Available,Not Available,11,11
1017096,The Complete React Native + Hooks Course [2019 Edition],4.725,4.077,8.802,Udemy ,Not Available,Not Available,20,20
1017200,Let Us PIC: A Datasheet Approach for  PIC Microcontroller,3.5,4.58,8.08,Udemy ,Not Available,Not Available,1,1
1017204,Complete guide to building an app with .Net Core and React,4.0,4.144,8.144,Udemy ,Not Available,Not Available,5,5
1017208,CoreData for Swift Development (Swift 4.2 & iOS 12),4.0,3.06,7.0600000000000005,Udemy ,Not Available,Not Available,2,2
1017568,Create a Space Shoot 'Em Up With Unity,4.589285714285714,4.129285714285714,8.718571428571428,Udemy ,Not Available,Not Available,28,28
1017696,"Coding for Entrepreneurs: Learn Python, Django, and More.",4.875,4.755,9.63,Udemy ,Not Available,Not Available,4,4
1018222,Informatica Tutorial: Beginner to Expert Level,4.5,3.86,8.36,Udemy ,Not Available,Not Available,2,2
1018530,Unreal Engine 4: How to Develop Your First Two Games,4.5,3.0,7.5,Udemy ,Not Available,Not Available,1,1
1018986,The Modern JavaScript Bootcamp (2019),4.7,4.0520000000000005,8.752,Udemy ,Not Available,Not Available,15,15
1019276,The Ultimate Beginner's Guide to Django 1.11,4.307471264367816,3.999540229885057,8.307011494252874,Udemy ,Not Available,Not Available,174,174
1019912,WordPress E-commerce: Build Two Stores and a Membership Site,4.339285714285714,4.247142857142857,8.586428571428572,Udemy ,Not Available,Not Available,28,28
1020026,CSS Flexbox: Learn and Build Responsive Websites in 2019,5.0,4.48,9.48,Udemy ,Not Available,Not Available,1,1
1020162,Learn Xamarin by Creating Real World Cross-Platform Apps,4.025,4.007,8.032,Udemy ,Not Available,Not Available,20,20
1020216,C# Developers: Learn the Art of Writing Clean Code,5.0,4.24,9.24,Udemy ,Not Available,Not Available,1,1
1020722,Intro to Flask,5.0,3.88,8.879999999999999,Udemy ,Not Available,Not Available,1,1
1021318,Java for Complete Beginners,4.5,4.24,8.739999999999998,Udemy ,Not Available,Not Available,2,2
102132,Discovering Godot: Make Video Games in Python-like GDScript,4.367647058823529,3.9547058823529415,8.32235294117647,Udemy ,Not Available,Not Available,34,34
1021736,The Complete jQuery Course: From Beginner To Advanced!,4.333333333333333,4.226666666666667,8.56,Udemy ,Not Available,Not Available,3,3
1021748,Master .NET and C# Unit Testing with NUnit and Moq,4.833333333333333,4.6066666666666665,9.44,Udemy ,Not Available,Not Available,3,3
1022012,C# Basics for Beginners: Learn C# Fundamentals by Coding,4.642857142857143,3.868571428571428,8.51142857142857,Udemy ,Not Available,Not Available,14,14
1022260,Unity Asset Store,4.5,4.029999999999999,8.53,Udemy ,Not Available,Not Available,10,10
1022582,Vue.js Essentials - 3 Course Bundle,4.373287671232877,4.014657534246576,8.387945205479452,Udemy ,Not Available,Not Available,146,146
1022834,"Simulate, understand, & visualize data like a data scientist",3.5,3.56,7.06,Udemy ,Not Available,Not Available,3,3
1023062,Serverless Architecture on Amazon Web Services,4.503968253968254,4.065873015873016,8.56984126984127,Udemy ,Not Available,Not Available,126,126
1023196,C Programming For Beginners,4.777777777777778,3.844444444444445,8.622222222222222,Udemy ,Not Available,Not Available,9,9
1023384,Practical Data Structures & Algorithms in Java + HW,4.5,3.0,7.5,Udemy ,Not Available,Not Available,1,1
1023668,Appium - Mobile Testing with Latest 1.8.2 and Live Projects,3.6666666666666665,3.233333333333333,6.9,Udemy ,Not Available,Not Available,3,3
1023878,Python Programming for Beginners,5.0,4.6,9.6,Udemy ,Not Available,Not Available,1,1
1024844,"Build A Web App with VueJS, Spring Framework and MongoDB",4.555555555555555,3.6222222222222222,8.177777777777777,Udemy ,Not Available,Not Available,9,9
1025026,Javascript - From Beginner to Pro-Build real world JS apps,4.208074534161491,4.042857142857143,8.250931677018635,Udemy ,Not Available,Not Available,161,161
1025104,React Redux React-Router: From Beginner to Paid Professional,4.785714285714286,3.7514285714285713,8.537142857142857,Udemy ,Not Available,Not Available,7,7
1025228,Complete Custom Wordpress Website Freelancer in 2018,5.0,4.04,9.04,Udemy ,Not Available,Not Available,2,2
1025288,Selenium WebDriver with Java -Basics to Advanced+Frameworks,4.583333333333333,3.69,8.273333333333333,Udemy ,Not Available,Not Available,6,6
1025502,SQLite Tutorial for beginners,4.1,3.224,7.324000000000001,Udemy ,Not Available,Not Available,5,5
1026206,Mastering LINQ with C# and .NET,4.5,3.13,7.630000000000001,Udemy ,Not Available,Not Available,4,4
1026214,Learn C++ by Creating,4.404761904761905,3.928690476190476,8.33345238095238,Udemy ,Not Available,Not Available,168,168
1026276,Android Java Masterclass - Become an App Developer,4.294444444444444,4.01,8.304444444444444,Udemy ,Not Available,Not Available,90,90
1026356,Go Essentials for Full Stack Web Development,4.102272727272728,3.931363636363636,8.033636363636363,Udemy ,Not Available,Not Available,44,44
1026604,"Advanced CSS and Sass: Flexbox, Grid, Animations and More!",4.581140350877193,4.100350877192983,8.681491228070175,Udemy ,Not Available,Not Available,228,228
1027016,Python OOP : Four Pillars of OOP in Python 3 for Beginners,4.25,3.905,8.155,Udemy ,Not Available,Not Available,4,4
1027212,Java In-Depth: Become a Complete Java Engineer!,4.5,3.67,8.17,Udemy ,Not Available,Not Available,4,4
1027276,Modern JavaScript From The Beginning,4.5,3.806666666666666,8.306666666666667,Udemy ,Not Available,Not Available,3,3
1027342,"MERN Stack Front To Back: Full Stack React, Redux & Node.js",3.84375,3.51125,7.354999999999999,Udemy ,Not Available,Not Available,16,16
1027548,RPG Core Combat Creator: Learn Intermediate Unity C# Coding,3.0,3.43,6.43,Udemy ,Not Available,Not Available,2,2
1027812,Data Structures and Algorithms in Java,4.25,4.268,8.518,Udemy ,Not Available,Not Available,10,10
1028272,Microsoft SQL Server 2012 Certification Training Exam 70-461,4.833333333333333,4.1000000000000005,8.933333333333332,Udemy ,Not Available,Not Available,3,3
1028822,Projects in Cloud Computing,3.8333333333333335,3.791111111111111,7.624444444444445,Udemy ,Not Available,Not Available,9,9
1028952,Ecommerce for Beginners - Become a Shopify Master Today!,4.1,3.802666666666666,7.902666666666666,Udemy ,Not Available,Not Available,15,15
1029592,Responsive Web Design: HTML5 + CSS3 for Entrepreneurs 2018,4.916666666666667,4.23,9.146666666666668,Udemy ,Not Available,Not Available,6,6
1029638,Tweetme | Build a Twitter-like app step by step with Django,4.375,3.8996153846153847,8.274615384615384,Udemy ,Not Available,Not Available,52,52
1030440,Vue JS 2: From Beginner to Professional (includes Vuex),4.458333333333333,4.078333333333333,8.536666666666667,Udemy ,Not Available,Not Available,12,12
1030774,Master all PHP ideas 2017 to build any project,4.78125,4.16625,8.9475,Udemy ,Not Available,Not Available,16,16
1030776,Node.js: The Complete Guide to Build RESTful APIs (2018),5.0,4.82,9.82,Udemy ,Not Available,Not Available,1,1
1031544,The Modern JavaScript Bootcamp (2019),5.0,4.093333333333333,9.093333333333334,Udemy ,Not Available,Not Available,3,3
1031620,"MERN Stack Front To Back: Full Stack React, Redux & Node.js",4.875,4.315,9.19,Udemy ,Not Available,Not Available,4,4
1031626,Master Bootstrap 4 (4.3.1) and code 7 projects with 25 pages,4.5,3.6808,8.1808,Udemy ,Not Available,Not Available,25,25
1031780,Ready for Production with Spring Boot Actuator,4.115384615384615,3.5923076923076924,7.707692307692308,Udemy ,Not Available,Not Available,13,13
1031834,Learn to Build an Outdoor Environment with Unreal Engine 4,4.157894736842105,3.772631578947369,7.930526315789474,Udemy ,Not Available,Not Available,19,19
10321,Learn to Program with C++,4.625,3.9263333333333335,8.551333333333334,Udemy ,Not Available,Not Available,60,60
1032196,Software testing and Automation of APIs with UFT/QTP,3.0,3.27,6.27,Udemy ,Not Available,Not Available,2,2
1032204,Mobile App Design from scratch with Sketch 3 : UX and UI,5.0,4.59,9.59,Udemy ,Not Available,Not Available,2,2
1032334,Learn Basic Commands in Linux Shell,4.3625,3.8633333333333337,8.225833333333334,Udemy ,Not Available,Not Available,120,120
1032680,ETL Testing: From Beginner to Expert,4.75,4.5600000000000005,9.31,Udemy ,Not Available,Not Available,2,2
1032872,Vim for Ruby Developers,4.71875,4.125,8.84375,Udemy ,Not Available,Not Available,16,16
1033356,Modern OpenGL C++ 3D Game Tutorial Series & 3D Rendering,4.241935483870968,3.732903225806452,7.974838709677419,Udemy ,Not Available,Not Available,31,31
1033686,The Complete Junior to Senior Web Developer Roadmap (2019),4.642857142857143,4.408571428571428,9.051428571428572,Udemy ,Not Available,Not Available,7,7
1033944,Serverless Workflow Management with AWS Step Functions,4.486111111111111,3.922222222222222,8.408333333333333,Udemy ,Not Available,Not Available,36,36
1034284,100 Python Exercises: Evaluate and Improve Your Skills,4.439024390243903,4.075853658536586,8.514878048780488,Udemy ,Not Available,Not Available,82,82
1034348,Build a Responsive Real World Website in HTML5 and CSS3,4.65,4.368,9.018,Udemy ,Not Available,Not Available,10,10
1034380,Beginning C++ Programming - From Beginner to Beyond,4.75,3.4025,8.1525,Udemy ,Not Available,Not Available,8,8
1034636,Learn Axure RP for Web and Mobile App Prototyping,4.25,4.415,8.665,Udemy ,Not Available,Not Available,4,4
1035000,Docker Mastery: The Complete Toolset From a Docker Captain,4.438524590163935,4.056612021857924,8.495136612021858,Udemy ,Not Available,Not Available,366,366
1035162,React JS - Mastering Redux,4.0,3.89,7.890000000000001,Udemy ,Not Available,Not Available,2,2
1035180,The Complete 2019 Web Development Course - Build 15 Projects,4.0,3.88,7.88,Udemy ,Not Available,Not Available,1,1
1035286,Introduction to Java for Programmers,0.5,4.8,5.3,Udemy ,Not Available,Not Available,1,1
1035484,Unreal Engine 4: How to Develop Your First Two Games,4.33289124668435,3.951671087533157,8.284562334217506,Udemy ,Not Available,Not Available,377,377
1035502,Unreal Multiplayer Master: Online Game Development In C++,4.25,4.256666666666667,8.506666666666668,Udemy ,Not Available,Not Available,12,12
1035923,"JSP, Servlet, JSLT + Hibernate: A complete guide",4.305555555555555,3.824444444444445,8.13,Udemy ,Not Available,Not Available,36,36
1035940,The Complete iOS 11 & Swift Developer Course - Build 20 Apps,4.346153846153846,3.663076923076924,8.00923076923077,Udemy ,Not Available,Not Available,13,13
1036028,Professional Blog+CMS Development With Laravel 5,4.5625,4.031666666666667,8.594166666666666,Udemy ,Not Available,Not Available,24,24
1036118,JavaScript Game Development Step by Step,5.0,4.68,9.68,Udemy ,Not Available,Not Available,1,1
1036130,Golang: Build REST APIs with Golang  (Go programming lang),5.0,4.54,9.54,Udemy ,Not Available,Not Available,2,2
1036250,"""The Complete PL/SQL Bootcamp : """"Beginner to Advanced PL/SQL""""""",5.0,4.46,9.46,Udemy ,Not Available,Not Available,2,2
1036296,Learning ReactJs Data Visualization,4.875,3.345,8.219999999999999,Udemy ,Not Available,Not Available,4,4
1036368,Tkinter GUI Application Development Projects,4.5,4.085333333333334,8.585333333333333,Udemy ,Not Available,Not Available,15,15
1036598,Redux in Angular (2 and 4+),4.75,3.19,7.939999999999999,Udemy ,Not Available,Not Available,4,4
1036620,The Complete front end web developer Bootcamp - 14 projects,2.5,4.28,6.78,Udemy ,Not Available,Not Available,1,1
1037214,Learn WCF And Web APIs From Scratch,4.089743589743589,4.241538461538462,8.331282051282052,Udemy ,Not Available,Not Available,39,39
1037322,The Complete Web Developer Masterclass: Beginner To Advanced,4.5,3.84,8.34,Udemy ,Not Available,Not Available,2,2
1037426,Robust Qt & C++ Gui Programming 2D Graphics App Tutorial,3.764705882352941,3.9905882352941178,7.755294117647059,Udemy ,Not Available,Not Available,17,17
1037666,C Programming For Beginners,4.7,3.66,8.360000000000001,Udemy ,Not Available,Not Available,15,15
1038292,Advanced Javascript,4.5,2.32,6.82,Udemy ,Not Available,Not Available,1,1
1038538,Ultimate Web Designer & Developer Course: Build 23 Projects!,4.205882352941177,3.923529411764706,8.129411764705882,Udemy ,Not Available,Not Available,17,17
1038566,The Complete Web Developer Bootcamp - Beginner to Expert,2.0,1.8,3.8,Udemy ,Not Available,Not Available,1,1
1038568,Adobe Muse CC Course - Design and Launch Websites,4.384615384615385,3.930769230769231,8.315384615384614,Udemy ,Not Available,Not Available,26,26
1038746,Understanding TypeScript,4.375,4.19,8.565,Udemy ,Not Available,Not Available,12,12
1038786,Python - A 3-step process to Master Python 3 + Coding TipsÃ¢Â„Â¢,3.9,3.888,7.787999999999999,Udemy ,Not Available,Not Available,5,5
1038856,Vue JS 2 - The Complete Guide (incl. Vue Router & Vuex),4.382352941176471,4.070588235294117,8.452941176470588,Udemy ,Not Available,Not Available,34,34
1039062,Webpack 2: The Complete Developer's Guide,4.459635416666667,4.0880729166666665,8.547708333333334,Udemy ,Not Available,Not Available,384,384
1039166,Design Patterns in C# and .NET,3.75,3.79,7.54,Udemy ,Not Available,Not Available,2,2
1039594,Parallel Programming with CUDA,3.0,4.34,7.34,Udemy ,Not Available,Not Available,1,1
1039596,Master the Coding Interview: Data Structures + Algorithms,4.555555555555555,3.908888888888889,8.464444444444446,Udemy ,Not Available,Not Available,9,9
1039814,"WordPress Development - Themes, Plugins & Gutenberg",3.8333333333333335,3.771111111111111,7.604444444444444,Udemy ,Not Available,Not Available,9,9
1039882,Learn NodeJS in Hours,4.5,4.136,8.636,Udemy ,Not Available,Not Available,30,30
1040322,Learn C++ Programming by Making Games,4.0,3.98,7.98,Udemy ,Not Available,Not Available,1,1
1040606,Python OOP : Four Pillars of OOP in Python 3 for Beginners,4.226415094339623,3.9267924528301887,8.153207547169812,Udemy ,Not Available,Not Available,53,53
104162,RESTful Services with ASP.NET Web API,4.666666666666667,3.813333333333333,8.479999999999999,Udemy ,Not Available,Not Available,6,6
1041836,Terraform indepth(2019) - With 10 Realworld  Job Casestudies,4.222222222222222,3.828888888888889,8.051111111111112,Udemy ,Not Available,Not Available,9,9
1042110,"Beginner Full Stack Web Development: HTML, CSS, React & Node",4.351351351351352,3.9823783783783786,8.333729729729729,Udemy ,Not Available,Not Available,370,370
1042364,SQL for Beginners: Learn SQL using MySQL and Database Design,3.0,4.76,7.76,Udemy ,Not Available,Not Available,1,1
1042560,WordPress E-Commerce With WooCommerce: Novice To Store Owner,4.369731800766283,4.004904214559387,8.374636015325672,Udemy ,Not Available,Not Available,261,261
1042912,Projects in AngularJS - Learn by building 10 Projects,4.375,4.52,8.895,Udemy ,Not Available,Not Available,4,4
104400,VB.NET  with VS 2017 and Windows Forms,5.0,3.84,8.84,Udemy ,Not Available,Not Available,3,3
104402,Learn Python Django From Scratch,4.407894736842105,3.983157894736842,8.391052631578948,Udemy ,Not Available,Not Available,38,38
1044210,Open your first Shop Step by step MAGENTO 2 Free Edition '19,3.875,4.33,8.205,Udemy ,Not Available,Not Available,4,4
1044212,Lua Programming and Game Development with LÃƒÂ–VE,4.5,3.98,8.48,Udemy ,Not Available,Not Available,1,1
1044300,Complete Guide to TensorFlow for Deep Learning with Python,4.777777777777778,3.908888888888889,8.686666666666667,Udemy ,Not Available,Not Available,9,9
1044856,Starting Up a Game Development Studio,4.25,3.9766666666666666,8.226666666666667,Udemy ,Not Available,Not Available,6,6
1044874,The Ultimate Guide to Game Development with Unity 2019,4.5,3.7466666666666666,8.246666666666666,Udemy ,Not Available,Not Available,3,3
1044954,Learn Object Oriented PHP By Building a Complete Website,5.0,4.32,9.32,Udemy ,Not Available,Not Available,1,1
1045098,RESTful Web Service with Java JAX-RS. Create & Deploy to AWS,4.394736842105263,3.8157894736842106,8.210526315789474,Udemy ,Not Available,Not Available,19,19
1045276,Appium(Latest 1.8.2)-Mobile Automation Testing from Scratch,4.519230769230769,4.035384615384616,8.554615384615385,Udemy ,Not Available,Not Available,26,26
1045416,Web Scraping In Python: Master The Fundamentals,4.4375,4.0325,8.469999999999999,Udemy ,Not Available,Not Available,8,8
1045862,The Complete JavaScript Course For Web Development Beginners,5.0,2.24,7.24,Udemy ,Not Available,Not Available,1,1
1046062,Beast Android Development:Integrating A Node.Js Server,4.7,4.396,9.096,Udemy ,Not Available,Not Available,10,10
1046118,Spring Boot and Java Development with IntelliJ IDEA,4.8,4.328,9.128,Udemy ,Not Available,Not Available,5,5
1046924,C Programming For Beginners,5.0,4.18,9.18,Udemy ,Not Available,Not Available,2,2
1047734,iOS 11 & Swift 4 - The Complete iOS App Development Bootcamp,5.0,2.02,7.02,Udemy ,Not Available,Not Available,1,1
1047968,Vue JS 2: From Beginner to Professional (includes Vuex),4.6,3.929090909090909,8.52909090909091,Udemy ,Not Available,Not Available,55,55
1048352,Become a Good Matlab Programmer in 30 days,4.7,4.287999999999999,8.988,Udemy ,Not Available,Not Available,5,5
1048950,Learn iPython: The Full Python IDE,4.0,4.28,8.280000000000001,Udemy ,Not Available,Not Available,1,1
1048972,Spring & Hibernate for Beginners (includes Spring Boot),3.5,4.22,7.72,Udemy ,Not Available,Not Available,1,1
1049092,React JS - Build real world JS apps & deploy on cloud,4.457627118644068,3.967457627118644,8.425084745762712,Udemy ,Not Available,Not Available,59,59
1049702,Elegant Automation Frameworks with Python and Pytest,4.166666666666667,4.476666666666667,8.643333333333333,Udemy ,Not Available,Not Available,6,6
1049904,Learn Bootstrap By Building Projects - Includes Bootstrap 4,4.125,3.99,8.115,Udemy ,Not Available,Not Available,4,4
1049954,Mastering LINQ with C# and .NET,4.181818181818182,4.068363636363636,8.250181818181819,Udemy ,Not Available,Not Available,55,55
1050632,"Responsive Web & Mobile Development in HTML,CSS & Javascript",4.319548872180451,3.8487218045112783,8.16827067669173,Udemy ,Not Available,Not Available,133,133
1051008,Comprehensive Alexa Skill Development course (2018 Updated),4.133333333333334,3.916,8.049333333333333,Udemy ,Not Available,Not Available,30,30
1051322,PHP MVC Framework CodeIgniter Tutorial for Beginners Project,3.0,4.14,7.14,Udemy ,Not Available,Not Available,1,1
