Course ID,Course Name,Average Rating,Average Sentiment Score,Average Score,Platform,Institution,Course URL,Number of Ratings,Number of Reviews
11064,Complete Python programming from Basics to Advance level,4.0,3.83,7.83,Udemy ,Not Available,Not Available,2,2
1106646,Write PHP Like a Pro: Build a PHP MVC Framework From Scratch,4.52,3.9388,8.4588,Udemy ,Not Available,Not Available,50,50
1106804,Learn SQL Server DBA Skills from Scratch,3.825,3.7,7.525,Udemy ,Not Available,Not Available,20,20
1107524,The Complete NodeJS Course: Build a Full Business Rating App,4.083333333333333,4.075714285714286,8.15904761904762,Udemy ,Not Available,Not Available,42,42
1107670,Rails 5 Masterclass: Build Ajax web application from scratch,4.333333333333333,4.233333333333333,8.566666666666666,Udemy ,Not Available,Not Available,3,3
1107990,Angular 2 Master Class with Alejandro Rangel,3.2,3.972,7.172,Udemy ,Not Available,Not Available,5,5
1107994,Android N: From Beginner to Paid Professional,3.5,4.12,7.62,Udemy ,Not Available,Not Available,1,1
1107998,Java Programming For Complete Beginners Using Eclipse IDE,4.675,3.84,8.515,Udemy ,Not Available,Not Available,20,20
1108052,Part 1 Foundation Enterprise Architect Certification Trng,4.9,4.156000000000001,9.056,Udemy ,Not Available,Not Available,5,5
1108186,Big Data Hadoop MapReduce Developer Course from scratch,5.0,4.68,9.68,Udemy ,Not Available,Not Available,2,2
1108196,The Complete iOS 11 Developer Course - Beginner To Advanced,4.0,4.74,8.74,Udemy ,Not Available,Not Available,1,1
1108390,Test Managment Tool HP ALM - QC (Quality Center) for testers,4.333333333333333,4.253333333333333,8.586666666666666,Udemy ,Not Available,Not Available,6,6
1108698,JavaScript For Beginners - Learn JavaScript From Scratch,4.75,3.912,8.662,Udemy ,Not Available,Not Available,10,10
1108706,Programming in C - The Complete Course,4.2,4.368,8.568000000000001,Udemy ,Not Available,Not Available,5,5
1108856,Vue JS 2.0 - Mastering Web Apps,4.666666666666667,4.239999999999999,8.906666666666666,Udemy ,Not Available,Not Available,3,3
1109150,RESTful API with Laravel: Build a real API with Laravel,4.4765625,3.9565625,8.433125,Udemy ,Not Available,Not Available,64,64
1109216,Advanced Javascript,4.5,3.873333333333333,8.373333333333333,Udemy ,Not Available,Not Available,6,6
1109226,Learn Complete Web Development From Scratch,4.5,3.86,8.36,Udemy ,Not Available,Not Available,1,1
1109300,Object Oriented programming with Python,5.0,3.88,8.879999999999999,Udemy ,Not Available,Not Available,1,1
1109736,Beginners Introduction to Web Development,4.464285714285714,4.13,8.594285714285714,Udemy ,Not Available,Not Available,14,14
1109926,GraphQL with React: The Complete Developers Guide,4.4518779342723,4.033098591549296,8.484976525821596,Udemy ,Not Available,Not Available,426,426
1110366,Scrapy: Powerful Web Scraping & Crawling with Python,4.295918367346939,3.88734693877551,8.183265306122449,Udemy ,Not Available,Not Available,98,98
1110388,A Guide to becoming an Oracle Database Administrator (DBA),4.75,3.9266666666666654,8.676666666666668,Udemy ,Not Available,Not Available,6,6
1110402,Build a Web Browser for Android : 2 hour Android Projects,4.9,3.964,8.864,Udemy ,Not Available,Not Available,5,5
1110626,RPG Core Combat Creator: Learn Intermediate Unity C# Coding,4.408967391304348,4.0445652173913045,8.453532608695653,Udemy ,Not Available,Not Available,368,368
1110756,Selenium WebDriver With Java - Novice To Ninja + Interview,4.333333333333333,4.573333333333333,8.906666666666666,Udemy ,Not Available,Not Available,3,3
1110974,Advanced WordPress Theme Development with Bootstrap 4,5.0,4.3100000000000005,9.31,Udemy ,Not Available,Not Available,2,2
1111062,Angular 2+ with Typescript - Essential Training,4.333333333333333,4.286666666666666,8.62,Udemy ,Not Available,Not Available,3,3
1111612,Microsoft SQL Server 2012 Certification Training Exam 70-461,4.5,3.393333333333333,7.893333333333333,Udemy ,Not Available,Not Available,3,3
1111786,Part 1 Foundation Enterprise Architect Certification Trng,5.0,4.26,9.260000000000002,Udemy ,Not Available,Not Available,2,2
1112138,"Git Going with Comparing, Branching and Merging",3.875,3.8125,7.6875,Udemy ,Not Available,Not Available,8,8
1112264,Learn C#.Net Core With Real World Examples,3.0,3.0,6.0,Udemy ,Not Available,Not Available,1,1
1112282,Mastering Magento 2,4.111111111111111,4.063888888888889,8.175,Udemy ,Not Available,Not Available,36,36
1112294,Learn SQL Server DBA Skills from Scratch,3.0,3.84,6.84,Udemy ,Not Available,Not Available,2,2
1112306,Computer Science 101: Master the Theory Behind Programming,5.0,2.63,7.63,Udemy ,Not Available,Not Available,2,2
1112362,Mastering Wireshark 2,4.277777777777778,4.1066666666666665,8.384444444444444,Udemy ,Not Available,Not Available,36,36
1112440,Full-Stack Vue with GraphQL - The Ultimate Guide,4.5,4.293333333333333,8.793333333333335,Udemy ,Not Available,Not Available,6,6
1112604,Javascript Specialist,4.8125,3.90625,8.71875,Udemy ,Not Available,Not Available,16,16
1112654,The Complete 2019 Web Development Course - Build 15 Projects,3.25,4.625,7.875,Udemy ,Not Available,Not Available,4,4
1112844,"JSP, Servlets and JDBC for Beginners: Build a Database App",4.166666666666667,4.033333333333333,8.200000000000001,Udemy ,Not Available,Not Available,12,12
111340,The Complete MySQL Developer Course,4.590909090909091,4.11090909090909,8.701818181818181,Udemy ,Not Available,Not Available,11,11
1113490,Transitioning from Microsoft Excel to Qlikview,4.75,4.355,9.105,Udemy ,Not Available,Not Available,4,4
1113500,C# Basics for Beginners: Learn C# Fundamentals by Coding,4.0,4.48,8.48,Udemy ,Not Available,Not Available,1,1
1113508,The Complete Android & Java Developer Course - Build 21 Apps,4.375,3.675,8.05,Udemy ,Not Available,Not Available,4,4
1113514,Complete Python Bootcamp: Go from zero to hero in Python 3,5.0,2.28,7.28,Udemy ,Not Available,Not Available,1,1
1113520,Learning Path: Learn VMware VRealize Operations Manager,4.388888888888889,3.793333333333333,8.182222222222222,Udemy ,Not Available,Not Available,9,9
1113736,Qt Quick and QML For Beginners : The Fundamentals,4.9,4.072,8.972,Udemy ,Not Available,Not Available,5,5
1114146,"iOS 12 & Swift 5 - App Design, UI/UX plus Development",4.636363636363637,3.936363636363636,8.572727272727272,Udemy ,Not Available,Not Available,11,11
1115126,XML XSLT - Crash Course for Beginners,3.875,4.38,8.255,Udemy ,Not Available,Not Available,4,4
1115128,The Complete Python 3 Course: Beginner to Advanced!,5.0,3.88,8.879999999999999,Udemy ,Not Available,Not Available,1,1
1115130,The Complete Android N Developer Course,2.5,4.34,6.84,Udemy ,Not Available,Not Available,1,1
1115162,The Advanced Web Developer Bootcamp,2.0,3.0,5.0,Udemy ,Not Available,Not Available,1,1
1115198,The Complete Oracle SQL Certification Course,3.4166666666666665,3.986666666666667,7.403333333333333,Udemy ,Not Available,Not Available,12,12
11152,MVVM Design Pattern Using Swift in iOS,4.125,4.074166666666667,8.199166666666667,Udemy ,Not Available,Not Available,24,24
11153,Learn jQuery: An In-depth Course For Beginners,4.479166666666667,3.929166666666666,8.408333333333333,Udemy ,Not Available,Not Available,24,24
1115348,"Full stack Universal React with Redux, Node js and MongoDB",4.341772151898734,3.991392405063291,8.333164556962025,Udemy ,Not Available,Not Available,79,79
1115820,Getting Git,5.0,4.66,9.66,Udemy ,Not Available,Not Available,1,1
1116290,Mastering Go Programming,4.333333333333333,3.911666666666666,8.245,Udemy ,Not Available,Not Available,24,24
1116492,The Modern GraphQL Bootcamp (with Node.js and Apollo),4.357142857142857,4.235714285714286,8.592857142857143,Udemy ,Not Available,Not Available,14,14
1116572,Docker Swarm: BEGINNER + ADVANCED,5.0,3.72,8.719999999999999,Udemy ,Not Available,Not Available,1,1
1117068,The Advanced Web Developer Bootcamp,4.611111111111111,4.144444444444444,8.755555555555555,Udemy ,Not Available,Not Available,9,9
111712,C Programming For Beginners,4.37218045112782,3.97812030075188,8.350300751879699,Udemy ,Not Available,Not Available,266,266
11174,Become a Web Developer from Scratch,4.358064516129033,4.094516129032258,8.45258064516129,Udemy ,Not Available,Not Available,310,310
1117474,Servlets and JSPs Tutorial: Learn Web Applications With Java,3.5,3.88,7.38,,Not Available,Not Available,1,1
1117578,Mastering Thymeleaf with Spring Boot,5.0,1.98,6.98,Udemy ,Not Available,Not Available,1,1
1117584,Getting Started with PHP 7,4.28125,4.15375,8.435,Udemy ,Not Available,Not Available,16,16
1117604,"Build Creative Website Using HTML5, CSS3, jQuery & Bootstrap",4.5227272727272725,4.134545454545454,8.657272727272728,Udemy ,Not Available,Not Available,44,44
1117652,"Python 3 in 1: Basics, Advanced and Django",4.37037037037037,3.908148148148148,8.278518518518519,Udemy ,Not Available,Not Available,54,54
1117836,ES6 Javascript: The Complete Developer's Guide,4.1,3.792,7.891999999999999,Udemy ,Not Available,Not Available,5,5
1119380,Introduction to Editing Audio for Games Course,3.857142857142857,3.911428571428572,7.768571428571429,Udemy ,Not Available,Not Available,7,7
11197,Bootstrap 4 From Scratch With 5 Projects,4.166666666666667,4.264444444444445,8.431111111111111,Udemy ,Not Available,Not Available,9,9
1120038,Learn JIRA with real-world examples (+Confluence bonus),4.456928838951311,3.894232209737828,8.35116104868914,Udemy ,Not Available,Not Available,267,267
1120544,Learn NodeJS in Hours,4.076923076923077,4.004615384615385,8.081538461538461,Udemy ,Not Available,Not Available,13,13
1120634,Learn Java Programming | Complete Course,5.0,1.84,6.84,Udemy ,Not Available,Not Available,1,1
112078,Learn Atlassian JIRA - For Agile Software Development Teams,4.289772727272728,4.090909090909091,8.380681818181818,Udemy ,Not Available,Not Available,88,88
1121254,Docker for Java Developers,4.293577981651376,3.78697247706422,8.080550458715596,Udemy ,Not Available,Not Available,109,109
1121580,Node.js: The Complete Guide to Build RESTful APIs (2018),5.0,4.38,9.38,Udemy ,Not Available,Not Available,1,1
1121696,The Complete Elixir and Phoenix Bootcamp,5.0,4.109999999999999,9.11,Udemy ,Not Available,Not Available,2,2
1121702,Automation framework with Selenium Java (Advanced),4.0,4.353333333333333,8.353333333333333,Udemy ,Not Available,Not Available,3,3
1121936,Bootstrap Responsive Design,3.8,4.0120000000000005,7.812,Udemy ,Not Available,Not Available,5,5
1122044,Mobile App Development with PhoneGap,4.411111111111111,3.994222222222223,8.405333333333333,Udemy ,Not Available,Not Available,45,45
1122228,"Get A Web Developer Job - The Tips, Tricks & Tech Revealed",5.0,4.51,9.51,Udemy ,Not Available,Not Available,2,2
1123098,Angular RxJs Reactive Programming & FREE Ebook,4.402173913043479,3.96304347826087,8.365217391304348,Udemy ,Not Available,Not Available,92,92
1123418,Microsoft PowerApps & Flow: Build Business Apps Without Code,4.642857142857143,4.142857142857143,8.785714285714286,Udemy ,Not Available,Not Available,7,7
1124030,Bash Shell Programming for Data Sciences,4.0,4.0685714285714285,8.06857142857143,Udemy ,Not Available,Not Available,7,7
1124244,JavaScript Tutorial: Learn JavaScript Code for Beginners,4.0,1.94,5.94,Udemy ,Not Available,Not Available,1,1
1124280,Apache Kafka Series - Learn Apache Kafka for Beginners v2,3.5,3.88,7.38,Udemy ,Not Available,Not Available,1,1
1124424,Angular 2+ with Typescript - Essential Training,4.0,3.0,7.0,Udemy ,Not Available,Not Available,1,1
1124550,PHP for Beginners - Become a PHP Master - CMS Project,4.75,3.575,8.325,Udemy ,Not Available,Not Available,4,4
1124764,HTML5 and CSS3 - Essential Training,4.282608695652174,3.890434782608696,8.173043478260869,Udemy ,Not Available,Not Available,23,23
1124968,Getting Started with React Hooks,4.5,3.76,8.26,Udemy ,Not Available,Not Available,14,14
1124970,Javascript ES6! A Complete Reference Guide to Javascript ES6,4.4423076923076925,4.125384615384616,8.567692307692308,Udemy ,Not Available,Not Available,26,26
1125486,"DevOps with AWS CodePipeline, Jenkins and AWS CodeDeploy",3.6666666666666665,4.473333333333334,8.14,Udemy ,Not Available,Not Available,3,3
1125778,The Complete React Developer Course (w/ Hooks and Redux),4.352941176470588,4.224705882352942,8.57764705882353,Udemy ,Not Available,Not Available,17,17
1127048,Simple HTML5 Game Development,5.0,4.529999999999999,9.53,Udemy ,Not Available,Not Available,2,2
1127590,Java Spring Security,5.0,3.84,8.84,Udemy ,Not Available,Not Available,1,1
1128318,An Absolute Beginner's Guide To Linux!,4.235294117647059,3.885882352941177,8.121176470588235,Udemy ,Not Available,Not Available,17,17
1128560,JavaScript - Become Higly Paid Front End Developer,4.4298245614035086,4.032280701754386,8.462105263157895,Udemy ,Not Available,Not Available,57,57
1128636,Scrum Certification Prep +Scrum Master+ Agile Scrum Training,5.0,3.8733333333333335,8.873333333333333,Udemy ,Not Available,Not Available,3,3
1128650,The Java Spring Tutorial: Learn Java's Popular Web Framework,5.0,4.18,9.18,Udemy ,Not Available,Not Available,2,2
112866,Appium(Latest 1.8.2)-Mobile Automation Testing from Scratch,4.8,2.984,7.784000000000001,Udemy ,Not Available,Not Available,5,5
1128830,Git & GitHub Bootcamp & Integration with most popular IDEs,4.7,4.252000000000001,8.952,Udemy ,Not Available,Not Available,5,5
1129238,AngularJS JumpStart with Dan Wahlin,4.0,3.915652173913044,7.915652173913044,Udemy ,Not Available,Not Available,23,23
1129898,Learn To Program Tic-Tac-Toe with C# and Visual Studio,4.4375,3.855,8.2925,Udemy ,Not Available,Not Available,8,8
1130096,Apache Spark 2.0 with Java -Learn Spark from a Big Data Guru,3.0,4.42,7.42,Udemy ,Not Available,Not Available,1,1
113030,Apple Watch - Go From Newbie to Pro by Building 15 Apps,4.155172413793103,3.968275862068965,8.123448275862069,Udemy ,Not Available,Not Available,29,29
11305,Getting Started with Ruby on Rails,4.307692307692308,3.6984615384615385,8.006153846153847,Udemy ,Not Available,Not Available,13,13
1131052,Learn Spring Security 4 Intermediate - Hands On,4.8,4.196,8.996,Udemy ,Not Available,Not Available,5,5
1131140,Learn PHP Fundamentals From Scratch,4.071428571428571,4.137142857142857,8.208571428571428,Udemy ,Not Available,Not Available,7,7
113134,Java for Complete Beginners,4.5,4.26,8.760000000000002,Udemy ,Not Available,Not Available,2,2
1131732,Set up a localhost Web Server for Faster Website Development,4.382352941176471,4.197647058823529,8.579999999999998,Udemy ,Not Available,Not Available,17,17
1132057,Java Spring Tutorial Masterclass - Learn Spring Framework 5,4.41542288557214,3.977810945273632,8.393233830845771,Udemy ,Not Available,Not Available,201,201
1132250,Software Testing,4.0,4.64,8.64,Udemy ,Not Available,Not Available,4,4
1132310,The Perfect NGINX Server - CentOS Edition,4.310126582278481,3.996708860759494,8.306835443037976,Udemy ,Not Available,Not Available,79,79
1132426,Java :Spring and Hibernate Restful web service crud,4.333333333333333,3.8733333333333335,8.206666666666667,Udemy ,Not Available,Not Available,3,3
1132588,Microservices with Spring Cloud,4.0,3.89,7.89,Udemy ,Not Available,Not Available,4,4
1133522,Xamarin Forms: Build Native Cross-platform Apps with C#,5.0,4.4,9.4,Udemy ,Not Available,Not Available,2,2
1133842,"iOS 8 and Swift - How to Make a ""Freaking"" iPhone App ",3.566666666666667,4.201333333333333,7.768,Udemy ,Not Available,Not Available,15,15
1134390,Java In-Depth: Become a Complete Java Engineer!,4.34375,3.8365,8.18025,Udemy ,Not Available,Not Available,80,80
1134456,"Create a Simple Photo Gallery with Dropzonejs, Slick and PHP",4.166666666666667,3.6566666666666654,7.823333333333333,Udemy ,Not Available,Not Available,6,6
1135002,Learning ElasticSearch 5.0,5.0,3.0,8.0,Udemy ,Not Available,Not Available,1,1
1135088,Unity Game Development: Make Professional 3D Games,4.505434782608695,3.926086956521739,8.431521739130435,Udemy ,Not Available,Not Available,92,92
1135130,Java Spring Tutorial Masterclass - Learn Spring Framework 5,4.8125,3.8875,8.7,Udemy ,Not Available,Not Available,8,8
113518,CSS and CSS3 For Absolute Beginners,4.722222222222222,4.13,8.852222222222222,Udemy ,Not Available,Not Available,18,18
113520,"Complete E-Commerce Course - Java,Spring,Hibernate and MySQL",4.833333333333333,3.533333333333333,8.366666666666667,Udemy ,Not Available,Not Available,3,3
1135320,Mastering the Django admin dashboard,3.875,4.35,8.225000000000001,Udemy ,Not Available,Not Available,4,4
1135322,Introduction To SQL Server Reporting Services -SSRS,4.5,4.0,8.5,Udemy ,Not Available,Not Available,2,2
1135326,ES6 Javascript: The Complete Developer's Guide,3.909090909090909,3.692727272727272,7.6018181818181825,Udemy ,Not Available,Not Available,11,11
1135376,React Redux Firebase CRUD Application with Authentication,4.875,4.4,9.275,Udemy ,Not Available,Not Available,4,4
1135384,Docker and Kubernetes: The Complete Guide,4.333333333333333,4.613333333333333,8.946666666666667,Udemy ,Not Available,Not Available,3,3
1135712,Expert SQL Server in C#: Publish SQL Apps by C# in Users PC,5.0,4.62,9.62,Udemy ,Not Available,Not Available,1,1
1135796,Learn OAuth 2.0 - Get started as an API Security Expert,4.6,4.08,8.68,Udemy ,Not Available,Not Available,15,15
1136680,Unreal Engine C++ Developer: Learn C++ and Make Video Games,3.6666666666666665,3.6533333333333338,7.319999999999999,Udemy ,Not Available,Not Available,18,18
1137010,Complete Beginners Guide to Learning PHP,4.131578947368421,3.943157894736842,8.074736842105262,Udemy ,Not Available,Not Available,19,19
1137584,Microservices Software Architecture: Patterns and Techniques,4.2,3.5840000000000005,7.784000000000001,Udemy ,Not Available,Not Available,5,5
113766,JavaScript manipulation of the DOM Document Object Model,5.0,3.64,8.64,Udemy ,Not Available,Not Available,2,2
1137808,Create Your First React Native App,4.228571428571429,3.947428571428572,8.175999999999998,Udemy ,Not Available,Not Available,35,35
1138168,The Complete Web Developer Course 2.0,4.5,4.305714285714286,8.805714285714286,Udemy ,Not Available,Not Available,7,7
1138374,"REST API Automation:REST Assured,Serenity BDD Framework",4.134615384615385,4.103076923076923,8.237692307692308,Udemy ,Not Available,Not Available,26,26
1139152,Code a personal splash page in 1 hour,4.625,4.06,8.685,Udemy ,Not Available,Not Available,4,4
1139180,The Complete iOS 10 & Swift 3 Developer Course,3.9375,3.935,7.8725,Udemy ,Not Available,Not Available,16,16
1139400,GCP: Complete Google Data Engineer and Cloud Architect Guide,4.333333333333333,4.126666666666666,8.46,Udemy ,Not Available,Not Available,6,6
1139872,Matlab - The Complete Course,4.318181818181818,3.7345454545454544,8.052727272727273,Udemy ,Not Available,Not Available,11,11
1140232,Devtools Pro: Beginner to Expert w/ Chrome Developer Tools,4.423913043478261,4.123913043478261,8.54782608695652,Udemy ,Not Available,Not Available,46,46
1140452,Learn TDD in Java,4.346153846153846,3.5984615384615384,7.944615384615385,Udemy ,Not Available,Not Available,13,13
1140532,Learn To Code By Making a 2D Platformer in Unity,4.833333333333333,4.68,9.513333333333334,Udemy ,Not Available,Not Available,3,3
1140836,Learn By Example : Apache Storm,4.875,4.355,9.23,Udemy ,Not Available,Not Available,4,4
1140980,SQL Server Administration Part1,4.55,4.386,8.936,Udemy ,Not Available,Not Available,10,10
1140984,Bitcoin & Blockchain essentials,4.25,4.213333333333334,8.463333333333333,Udemy ,Not Available,Not Available,6,6
1141696,Apache Kafka Series - Kafka Connect Hands-on Learning,4.523529411764706,4.013176470588236,8.53670588235294,Udemy ,Not Available,Not Available,85,85
1141698,Learn C# From Scratch with Real Applications,4.674418604651163,4.105116279069768,8.77953488372093,Udemy ,Not Available,Not Available,43,43
1141778,Unreal Engine C++ Developer: Learn C++ and Make Video Games,3.0,4.8,7.8,Udemy ,Not Available,Not Available,1,1
1141780,Fundmentals in Robot C and VEX Robotics,4.6,4.472,9.072,Udemy ,Not Available,Not Available,5,5
1142202,Master Angular 4 by Example - Build 7 Awesome Apps!,4.423076923076923,3.824615384615385,8.247692307692308,Udemy ,Not Available,Not Available,13,13
1142468,Java Programming for Complete Beginners - Learn in 250 Steps,5.0,4.175555555555556,9.175555555555556,Udemy ,Not Available,Not Available,9,9
1142564,Become a Blockchain Developer with Ethereum and Solidity,4.5,4.0575,8.5575,Udemy ,Not Available,Not Available,8,8
1143290,Online Game Learn To Programming Online Browser Game use PHP,4.666666666666667,4.333333333333333,9.0,Udemy ,Not Available,Not Available,3,3
1144536,Android Java Masterclass - Become an App Developer,3.25,3.89,7.140000000000001,Udemy ,Not Available,Not Available,4,4
1144722,"TypeScript, Quick and Easy",4.7727272727272725,4.1890909090909085,8.961818181818181,Udemy ,Not Available,Not Available,11,11
1144726,Build a Real-world App with ASP.NET Core and Angular 2 (4+),4.502092050209205,3.989874476987448,8.491966527196652,Udemy ,Not Available,Not Available,239,239
1144906,Web Scraping In Python: Master The Fundamentals,4.583333333333333,3.795555555555555,8.378888888888888,Udemy ,Not Available,Not Available,18,18
1145090,Learn By Example : Apache Flink,4.375,4.0375000000000005,8.4125,Udemy ,Not Available,Not Available,24,24
1145206,Go (Golang): The Complete Bootcamp (Updated: September 2019),4.277777777777778,4.051111111111111,8.32888888888889,Udemy ,Not Available,Not Available,9,9
1145392,Learn To Code Like a Pro With VI Editor,4.75,4.0,8.75,Udemy ,Not Available,Not Available,2,2
1145430,Angular Styling & Animations (for Angular 2+),4.396739130434782,4.030217391304348,8.42695652173913,Udemy ,Not Available,Not Available,92,92
1145910,Advanced JavaScript Concepts,4.722222222222222,4.04,8.762222222222222,Udemy ,Not Available,Not Available,9,9
1146014,Learn JavaScript for beginners,4.395348837209302,4.049302325581396,8.444651162790699,Udemy ,Not Available,Not Available,43,43
1146064,The Coding Interview Bootcamp: Algorithms + Data Structures,4.583333333333333,3.9166666666666665,8.5,Udemy ,Not Available,Not Available,6,6
1146144,SAP ABAP Training - in Plain English,4.548076923076923,3.970384615384616,8.518461538461539,Udemy ,Not Available,Not Available,52,52
1146260,Ultimate Java Development and Certification Guide,4.0,3.88,7.88,Udemy ,Not Available,Not Available,1,1
1146400,Projects in ExpressJS - Learn ExpressJs building 10 projects,4.413793103448276,3.9524137931034486,8.366206896551724,Udemy ,Not Available,Not Available,29,29
1147064,The Modern Python 3 Bootcamp,4.916666666666667,4.010000000000001,8.926666666666668,Udemy ,Not Available,Not Available,6,6
1147238,GraphQL with React: The Complete Developers Guide,4.3125,3.61,7.9225,Udemy ,Not Available,Not Available,8,8
11475,Become a Certified Web Developer,4.425837320574162,4.012822966507176,8.43866028708134,Udemy ,Not Available,Not Available,209,209
1147550,Android Java Masterclass - Become an App Developer,5.0,4.94,9.94,Udemy ,Not Available,Not Available,1,1
1148292,Objected Oriented Programming With C# and Visual Studio 2017,4.211538461538462,3.9323076923076927,8.143846153846154,Udemy ,Not Available,Not Available,26,26
1148412,Learn PHP Fundamentals From Scratch,4.0,4.033333333333333,8.033333333333333,Udemy ,Not Available,Not Available,3,3
1148484,Xamarin Android Sliding Puzzle C#,4.625,3.94,8.565,Udemy ,Not Available,Not Available,12,12
1148516,Complete Java SE 8 Developer Bootcamp - OCA Prep Included,5.0,4.46,9.46,Udemy ,Not Available,Not Available,1,1
1148660,Python Django Dev To Deployment,4.833333333333333,4.3,9.133333333333333,Udemy ,Not Available,Not Available,6,6
1148688,Design Patterns in C# and .NET,4.240331491712707,3.905082872928177,8.145414364640883,Udemy ,Not Available,Not Available,181,181
1148834,C# Basics: Learn to Code the Right Way,4.208333333333333,4.175,8.383333333333333,Udemy ,Not Available,Not Available,12,12
1149092,iOS 11 & Swift 4 - The Complete iOS App Development Bootcamp,4.25,4.095,8.344999999999999,Udemy ,Not Available,Not Available,8,8
1149334,Learn how to become an amazing QA Professional Tester,5.0,4.26,9.26,Udemy ,Not Available,Not Available,2,2
1150560,Blender - creating a game asset of the turret,3.75,4.57,8.32,Udemy ,Not Available,Not Available,2,2
1150738,Master Microservices with Spring Boot and Spring Cloud,4.0,4.74,8.74,Udemy ,Not Available,Not Available,1,1
1151106,Python 101,4.75,4.640000000000001,9.39,Udemy ,Not Available,Not Available,2,2
1151304,The Complete JCL (Job Control Language) Course,4.411764705882353,4.236470588235294,8.648235294117647,Udemy ,Not Available,Not Available,17,17
1151380,Master Software Testing+Jira+Agile on Live App-Be a TeamLead,5.0,3.0,8.0,Udemy ,Not Available,Not Available,1,1
1151492,Learn Python Programming Masterclass,4.416666666666667,3.97,8.386666666666667,Udemy ,Not Available,Not Available,6,6
1152012,Adobe Experience Manager CMS Basics,3.9615384615384617,3.909230769230769,7.8707692307692305,Udemy ,Not Available,Not Available,13,13
1152072,Build an Advanced 2D Platformer game in Unity,4.052631578947368,4.029473684210527,8.082105263157894,Udemy ,Not Available,Not Available,19,19
1152086,The Complete iOS Swift + Objective-C Developer CourseÃ¢Â„Â¢,4.35,3.786,8.136,Udemy ,Not Available,Not Available,10,10
1152726,Learn Unit Testing with NUnit and C#,4.465517241379311,4.057931034482759,8.52344827586207,Udemy ,Not Available,Not Available,29,29
1153378,Getting Started with Spring Boot 2,4.333333333333333,3.908333333333333,8.241666666666667,Udemy ,Not Available,Not Available,12,12
1153618,Make a Responsive Portfolio Website: JavaScript and HTML,4.136363636363637,4.243636363636363,8.38,Udemy ,Not Available,Not Available,22,22
1154100,Python OOP : Four Pillars of OOP in Python 3 for Beginners,4.9,4.256,9.156,Udemy ,Not Available,Not Available,5,5
1154338,Learn SQL and MySQL in 3 Hours,4.5,3.957142857142857,8.457142857142857,Udemy ,Not Available,Not Available,7,7
1154486,The Ultimate Oracle SQL Course,4.2,4.244,8.443999999999999,Udemy ,Not Available,Not Available,10,10
1155262,"Angular 2 Complete E-Commerce App Course - Java,Spring,MySQL",4.088888888888889,3.730222222222222,7.819111111111112,Udemy ,Not Available,Not Available,45,45
1155516,How to Create iOS 2D Games with SpriteKit and Swift 4,4.205882352941177,4.258823529411765,8.464705882352941,Udemy ,Not Available,Not Available,17,17
1155974,Unity 5 Professional Guide - Mastering C# Programming!,3.863636363636364,4.027272727272727,7.890909090909091,Udemy ,Not Available,Not Available,22,22
1156168,"Angular (Full App) with Angular Material, Angularfire & NgRx",5.0,4.52,9.52,Udemy ,Not Available,Not Available,1,1
1156336,Docker and Containers: The Essentials,4.733333333333333,4.0280000000000005,8.761333333333335,Udemy ,Not Available,Not Available,15,15
1156648,Modern JavaScript From The Beginning,4.55,4.162000000000001,8.712,Udemy ,Not Available,Not Available,10,10
1156868,The Complete Junior to Senior Web Developer Roadmap (2019),4.5,3.588,8.088,Udemy ,Not Available,Not Available,5,5
1157248,Agile Retrospective: Continuous Improvement+Kaizen wth Scrum,4.3,3.956,8.256,Udemy ,Not Available,Not Available,10,10
1157790,Wordpress Backup & Restore,4.8125,4.0975,8.91,Udemy ,Not Available,Not Available,8,8
1157988,JavaScript Bootcamp - Build Real World Applications,4.4,3.934,8.334,Udemy ,Not Available,Not Available,10,10
1158570,The Complete Android Developer Course: Beginner To Advanced!,4.722222222222222,3.8533333333333335,8.575555555555555,Udemy ,Not Available,Not Available,9,9
1158582,Introduction to iOS Game Development with SpriteKit & Swift,4.348484848484849,4.190909090909091,8.539393939393939,Udemy ,Not Available,Not Available,33,33
1158836,How to Build an Instagram Clone w/ React Native & Firebase,4.5,4.3,8.8,Udemy ,Not Available,Not Available,5,5
1159484,The Extensive WebGL Series ! - Part1 : Low Level Graphics,4.5,4.48,8.98,Udemy ,Not Available,Not Available,1,1
1159654,How To Become An Outstanding Solution Architect,4.328571428571428,3.9457142857142857,8.274285714285714,Udemy ,Not Available,Not Available,105,105
1159824,Discover Augmented Reality Games - Unity/Vuforia *Updated*,4.884615384615385,4.286153846153846,9.170769230769231,Udemy ,Not Available,Not Available,13,13
1159826,Red Hat OpenShift With Jenkins: DevOps For Beginners,4.0,4.62,8.620000000000001,Udemy ,Not Available,Not Available,1,1
1159838,API Testing Package:Postman(Functional)- Jmeter(Performance),4.5,4.305714285714286,8.805714285714286,Udemy ,Not Available,Not Available,7,7
1159916,Unity Game Development: Make Professional 3D Games,2.5,3.2,5.7,Udemy ,Not Available,Not Available,1,1
1160196,Modern JavaScript From The Beginning,4.083333333333333,4.153333333333333,8.236666666666666,Udemy ,Not Available,Not Available,6,6
1160972,Continuous Integration concepts and tools,3.7857142857142856,4.274285714285714,8.06,Udemy ,Not Available,Not Available,7,7
